ITEM_ID,Year,Month,Day,Hours,Minutes,sec,type,quantity,price,time
176428418,2024,6,14,16,45,47,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,48,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,49,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,51,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,52,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,53,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,54,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,55,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,57,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,45,58,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,0,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,1,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,2,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,3,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,4,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,21,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,23,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,24,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,25,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,27,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,28,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,29,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,31,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,32,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,33,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,34,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,35,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,36,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,38,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,39,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,56,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,57,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,46,58,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,47,0,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,47,1,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,47,2,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,47,3,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,47,5,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,47,6,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,47,7,BuyOrder,1,"128,60 pуб.",1718372716
176428418,2024,6,14,16,47,8,BuyOrder,1,"128,60 pуб.",1718372716
