ITEM_ID,Year,Month,Day,Hours,Minutes,sec,type,quantity,price,time
176427173,2024,6,14,16,45,46,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,47,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,48,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,50,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,51,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,52,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,53,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,55,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,56,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,57,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,45,58,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,0,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,1,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,2,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,3,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,4,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,21,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,22,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,23,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,24,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,25,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,27,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,28,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,29,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,30,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,32,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,33,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,34,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,36,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,37,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,38,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,55,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,56,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,57,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,46,59,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,0,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,1,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,2,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,4,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,5,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,6,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,7,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,9,SellOrder,1,9200 pуб.,1718368928
176427173,2024,6,14,16,47,10,SellOrder,1,9200 pуб.,1718368928
